id;x;y;z;time;;;
0x6733;1988;934;0;2019-05-16 10:24:11.993;24.12,0;11,993;0,18
0x6733;1999;985;0;2019-05-16 10:24:12.173;24.12,2;12,173;0,184
0x6733;2004;957;0;2019-05-16 10:24:12.357;24.12,4;12,357;0,18
0x6733;2217;962;0;2019-05-16 10:24:12.537;24.12,5;12,537;0,371
0x6733;2217;978;0;2019-05-16 10:24:12.908;24.12,9;12,908;0,181
0x6733;2012;960;0;2019-05-16 10:24:13.089;24.13,1;13,089;0,372
0x6733;1985;976;0;2019-05-16 10:24:13.461;24.13,5;13,461;0,18
0x6733;2214;918;0;2019-05-16 10:24:13.641;24.13,6;13,641;0,181
0x6733;2146;955;0;2019-05-16 10:24:13.822;24.13,8;13,822;0,192
0x6733;2067;941;0;2019-05-16 10:24:14.014;24.14,0;14,014;0,18
0x6733;2167;911;0;2019-05-16 10:24:14.194;24.14,2;14,194;0,18
0x6733;2209;909;0;2019-05-16 10:24:14.374;24.14,4;14,374;0,193
0x6733;2247;906;0;2019-05-16 10:24:14.567;24.14,6;14,567;0,18
0x6733;2029;912;0;2019-05-16 10:24:14.747;24.14,7;14,747;0,18
0x6733;2218;945;0;2019-05-16 10:24:14.927;24.14,9;14,927;0,184
0x6733;2246;920;0;2019-05-16 10:24:15.111;24.15,1;15,111;0,181
0x6733;2216;914;0;2019-05-16 10:24:15.292;24.15,3;15,292;0,372
0x6733;2234;931;0;2019-05-16 10:24:15.664;24.15,7;15,664;0,179
0x6733;2218;899;0;2019-05-16 10:24:15.843;24.15,8;15,843;0,181
0x6733;2040;904;0;2019-05-16 10:24:16.024;24.16,0;16,024;0,18
0x6733;2227;933;0;2019-05-16 10:24:16.204;24.16,2;16,204;0,373
0x6733;2032;936;0;2019-05-16 10:24:16.577;24.16,6;16,577;0,179
0x6733;2209;950;0;2019-05-16 10:24:16.756;24.16,8;16,756;0,181
0x6733;2218;959;0;2019-05-16 10:24:16.937;24.16,9;16,937;0,372
0x6733;2055;920;0;2019-05-16 10:24:17.309;24.17,3;17,309;0,18
0x6733;2164;974;0;2019-05-16 10:24:17.489;24.17,5;17,489;0,191
0x6733;2199;941;0;2019-05-16 10:24:17.680;24.17,7;17,68;0,361
0x6733;2064;915;0;2019-05-16 10:24:18.041;24.18,0;18,041;0,18
0x6733;2144;921;0;2019-05-16 10:24:18.221;24.18,2;18,221;0,37
0x6733;2055;897;0;2019-05-16 10:24:18.591;24.18,6;18,591;0,18
0x6733;2086;913;0;2019-05-16 10:24:18.771;24.18,8;18,771;0,18
0x6733;2241;880;0;2019-05-16 10:24:18.951;24.19,0;18,951;0,19
0x6733;2068;904;0;2019-05-16 10:24:19.141;24.19,1;19,141;0,18
0x6733;2050;942;0;2019-05-16 10:24:19.321;24.19,3;19,321;0,182
0x6733;2255;919;0;2019-05-16 10:24:19.503;24.19,5;19,503;0,182
0x6733;2099;955;0;2019-05-16 10:24:19.685;24.19,7;19,685;0,18
0x6733;2089;919;0;2019-05-16 10:24:19.865;24.19,9;19,865;0,373
0x6733;2253;879;0;2019-05-16 10:24:20.238;24.20,2;20,238;0,179
0x6733;2089;916;0;2019-05-16 10:24:20.417;24.20,4;20,417;0,182
0x6733;2101;910;0;2019-05-16 10:24:20.599;24.20,6;20,599;0,192
0x6733;2082;923;0;2019-05-16 10:24:20.791;24.20,8;20,791;0,18
0x6733;2230;968;0;2019-05-16 10:24:20.971;24.21,0;20,971;0,18
0x6733;2260;988;0;2019-05-16 10:24:21.151;24.21,2;21,151;0,373
0x6733;2231;925;0;2019-05-16 10:24:21.524;24.21,5;21,524;0,179
0x6733;2189;917;0;2019-05-16 10:24:21.703;24.21,7;21,703;0,181
0x6733;2235;943;0;2019-05-16 10:24:21.884;24.21,9;21,884;0,18
0x6733;2077;924;0;2019-05-16 10:24:22.064;24.22,1;22,064;0,372
0x6733;2081;909;0;2019-05-16 10:24:22.436;24.22,4;22,436;0,179
0x6733;2067;924;0;2019-05-16 10:24:22.615;24.22,6;22,615;0,181
0x6733;2231;922;0;2019-05-16 10:24:22.796;24.22,8;22,796;0,182
0x6733;2242;888;0;2019-05-16 10:24:22.978;24.23,0;22,978;0,372
0x6733;2236;960;0;2019-05-16 10:24:23.350;24.23,3;23,35;0,181
0x6733;2119;887;0;2019-05-16 10:24:23.531;24.23,5;23,531;0,18
0x6733;2161;878;0;2019-05-16 10:24:23.711;24.23,7;23,711;0,372
0x6733;2217;940;0;2019-05-16 10:24:24.083;24.24,1;24,083;0,18
0x6733;2057;929;0;2019-05-16 10:24:24.263;24.24,3;24,263;0,18
0x6733;2073;934;0;2019-05-16 10:24:24.443;24.24,4;24,443;0,192
0x6733;2237;939;0;2019-05-16 10:24:24.635;24.24,6;24,635;0,18
0x6733;2100;893;0;2019-05-16 10:24:24.815;24.24,8;24,815;0,176
0x6733;2226;918;0;2019-05-16 10:24:24.991;24.25,0;24,991;0,191
0x6733;2044;924;0;2019-05-16 10:24:25.182;24.25,2;25,182;0,183
0x6733;2068;935;0;2019-05-16 10:24:25.365;24.25,4;25,365;0,18
0x6733;2054;955;0;2019-05-16 10:24:25.545;24.25,5;25,545;0,373
0x6733;2255;913;0;2019-05-16 10:24:25.918;24.25,9;25,918;0,181
0x6733;2225;866;0;2019-05-16 10:24:26.099;24.26,1;26,099;0,18
0x6733;2097;933;0;2019-05-16 10:24:26.279;24.26,3;26,279;0,18
0x6733;2242;880;0;2019-05-16 10:24:26.459;24.26,5;26,459;0,18
0x6733;2072;890;0;2019-05-16 10:24:26.639;24.26,6;26,639;0,184
0x6733;2235;942;0;2019-05-16 10:24:26.823;24.26,8;26,823;0,18
0x6733;2157;983;0;2019-05-16 10:24:27.003;24.27,0;27,003;0,18
0x6733;2270;932;0;2019-05-16 10:24:27.183;24.27,2;27,183;0,19
0x6733;2228;910;0;2019-05-16 10:24:27.373;24.27,4;27,373;0,18
0x6733;2234;880;0;2019-05-16 10:24:27.553;24.27,6;27,553;0,18
0x6733;2090;915;0;2019-05-16 10:24:27.733;24.27,7;27,733;0,183
0x6733;2082;906;0;2019-05-16 10:24:27.916;24.27,9;27,916;0,193
0x6733;2112;878;0;2019-05-16 10:24:28.109;24.28,1;28,109;0,18
0x6733;2124;912;0;2019-05-16 10:24:28.289;24.28,3;28,289;0,373
0x6733;2054;923;0;2019-05-16 10:24:28.662;24.28,7;28,662;0,18
0x6733;2265;936;0;2019-05-16 10:24:28.842;24.28,8;28,842;0,182
0x6733;2230;874;0;2019-05-16 10:24:29.024;24.29,0;29,024;0,363
0x6733;2196;985;0;2019-05-16 10:24:29.387;24.29,4;29,387;0,373
0x6733;2323;1049;0;2019-05-16 10:24:29.760;24.29,8;29,76;0,355
0x6733;1780;969;0;2019-05-16 10:24:30.115;24.30,1;30,115;0,374
0x6733;1597;904;0;2019-05-16 10:24:30.489;24.30,5;30,489;0,18
0x6733;1629;859;0;2019-05-16 10:24:30.669;24.30,7;30,669;0,18
0x6733;1415;875;0;2019-05-16 10:24:30.849;24.30,8;30,849;0,18
0x6733;1451;793;0;2019-05-16 10:24:31.029;24.31,0;31,029;0,192
0x6733;1603;759;0;2019-05-16 10:24:31.221;24.31,2;31,221;0,184
0x6733;1312;871;0;2019-05-16 10:24:31.405;24.31,4;31,405;0,18
0x6733;1618;907;0;2019-05-16 10:24:31.585;24.31,6;31,585;0,372
0x6733;2154;1053;0;2019-05-16 10:24:31.957;24.32,0;31,957;0,18
0x6733;2213;947;0;2019-05-16 10:24:32.137;24.32,1;32,137;0,18
0x6733;2404;847;0;2019-05-16 10:24:32.317;24.32,3;32,317;0,37
0x6733;2374;895;0;2019-05-16 10:24:32.687;24.32,7;32,687;0,181
0x6733;2629;972;0;2019-05-16 10:24:32.868;24.32,9;32,868;0,185
0x6733;2616;890;0;2019-05-16 10:24:33.053;24.33,1;33,053;0,18
0x6733;2574;883;0;2019-05-16 10:24:33.233;24.33,2;33,233;0,372
0x6733;2454;880;0;2019-05-16 10:24:33.605;24.33,6;33,605;0,18
0x6733;2363;550;0;2019-05-16 10:24:33.785;24.33,8;33,785;0,18
0x6733;2481;857;0;2019-05-16 10:24:33.965;24.34,0;33,965;0,182
0x6733;2624;858;0;2019-05-16 10:24:34.147;24.34,1;34,147;0,555
0x6733;2234;998;0;2019-05-16 10:24:34.702;24.34,7;34,702;0,18
0x6733;2280;980;0;2019-05-16 10:24:34.882;24.34,9;34,882;0,183
0x6733;2312;1111;0;2019-05-16 10:24:35.065;24.35,1;35,065;0,366
0x6733;2293;1234;0;2019-05-16 10:24:35.431;24.35,4;35,431;0,181
0x6733;2240;1204;0;2019-05-16 10:24:35.612;24.35,6;35,612;0,372
0x6733;2144;1365;0;2019-05-16 10:24:35.984;24.36,0;35,984;0,18
0x6733;2171;1348;0;2019-05-16 10:24:36.164;24.36,2;36,164;0,18
0x6733;2250;1323;0;2019-05-16 10:24:36.344;24.36,3;36,344;0,371
0x6733;2203;1297;0;2019-05-16 10:24:36.715;24.36,7;36,715;0,182
0x6733;2239;1247;0;2019-05-16 10:24:36.897;24.36,9;36,897;0,18
0x6733;2401;1115;0;2019-05-16 10:24:37.077;24.37,1;37,077;0,18
0x6733;2257;928;0;2019-05-16 10:24:37.257;24.37,3;37,257;0,372
0x6733;2096;768;0;2019-05-16 10:24:37.629;24.37,6;37,629;0,366
0x6733;2132;594;0;2019-05-16 10:24:37.995;24.38,0;37,995;0,362
0x6733;2147;654;0;2019-05-16 10:24:38.357;24.38,4;38,357;0,365
0x6733;1999;753;0;2019-05-16 10:24:38.722;24.38,7;38,722;0,18
0x6733;1784;886;0;2019-05-16 10:24:38.902;24.38,9;38,902;0,179
0x6733;2261;755;0;2019-05-16 10:24:39.081;24.39,1;39,081;0,181
0x6733;2113;602;0;2019-05-16 10:24:39.262;24.39,3;39,262;0,192
0x6733;1902;1021;0;2019-05-16 10:24:39.454;24.39,5;39,454;0,364
0x6733;2066;978;0;2019-05-16 10:24:39.818;24.39,8;39,818;0,18
0x6733;2044;919;0;2019-05-16 10:24:39.998;24.40,0;39,998;0,19
0x6733;2010;1131;0;2019-05-16 10:24:40.188;24.40,2;40,188;0,18
0x6733;1946;928;0;2019-05-16 10:24:40.368;24.40,4;40,368;0,18
0x6733;2141;890;0;2019-05-16 10:24:40.548;24.40,5;40,548;0,18
0x6733;1995;892;0;2019-05-16 10:24:40.728;24.40,7;40,728;0,389
0x6733;1987;936;0;2019-05-16 10:24:41.117;24.41,1;41,117;0,18
0x6733;1978;910;0;2019-05-16 10:24:41.297;24.41,3;41,297;0,18
0x6733;1963;935;0;2019-05-16 10:24:41.477;24.41,5;41,477;0,18
0x6733;2056;882;0;2019-05-16 10:24:41.657;24.41,7;41,657;0,18
0x6733;2103;890;0;2019-05-16 10:24:41.837;24.41,8;41,837;0,918
0x6733;2011;920;0;2019-05-16 10:24:42.755;24.42,8;42,755;0,18
0x6733;2124;934;0;2019-05-16 10:24:42.935;24.42,9;42,935;0,554
0x6733;2134;907;0;2019-05-16 10:24:43.489;24.43,5;43,489;0,179
0x6733;2172;928;0;2019-05-16 10:24:43.668;24.43,7;43,668;0,375
0x6733;2023;924;0;2019-05-16 10:24:44.043;24.44,0;44,043;0,184
0x6733;2120;918;0;2019-05-16 10:24:44.227;24.44,2;44,227;0,176
0x6733;2138;872;0;2019-05-16 10:24:44.403;24.44,4;44,403;0,182
0x6733;2032;934;0;2019-05-16 10:24:44.585;24.44,6;44,585;0,181
0x6733;2143;901;0;2019-05-16 10:24:44.766;24.44,8;44,766;0,186
0x6733;1991;893;0;2019-05-16 10:24:44.952;24.45,0;44,952;0,18
0x6733;2021;908;0;2019-05-16 10:24:45.132;24.45,1;45,132;0,181
0x6733;2135;943;0;2019-05-16 10:24:45.313;24.45,3;45,313;0,183
0x6733;1971;975;0;2019-05-16 10:24:45.496;24.45,5;45,496;0,188
0x6733;2179;933;0;2019-05-16 10:24:45.684;24.45,7;45,684;0,184
0x6733;1965;916;0;2019-05-16 10:24:45.868;24.45,9;45,868;0,181
0x6733;2137;905;0;2019-05-16 10:24:46.049;24.46,0;46,049;0,184
0x6733;2051;989;0;2019-05-16 10:24:46.233;24.46,2;46,233;0,182
0x6733;2118;892;0;2019-05-16 10:24:46.415;24.46,4;46,415;0,18
0x6733;2117;924;0;2019-05-16 10:24:46.595;24.46,6;46,595;0,364
0x6733;1985;879;0;2019-05-16 10:24:46.959;24.47,0;46,959;0,188
0x6733;2150;912;0;2019-05-16 10:24:47.147;24.47,1;47,147;0,186
0x6733;1985;921;0;2019-05-16 10:24:47.333;24.47,3;47,333;0,175
